Asset,w,Alpha,t-value,iKelly-weight,Valuation Score100,Tenbagger Probability100,Return100,Growth Rate100,Defensive Score100,Risk Score100,Bankruptcy Score100,Future Moat Score100,AI Winner Score100,Good Business Score100,Tariff Winner Score100,Sentiment Score100,Good Governance Score100,Market Disruptor Score100,Oversold Score100,Management Score100,Better World Score100,Marketability Score100,Clean Earnings Score100,Scalability Score100,hard-sell,Cat-Integrity,Cat-Market,Cat-Quality,Cat-Resilience,Cat-Upside
"Regeneron Pharmaceuticals, Inc.",0.0,-0.0212395833333333,-0.6280052771320638,-18.568661254609683,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
SPOTIFY TECHNOLOGY SA,0.0,-0.0214666666666666,-0.4836567500968368,-10.897073846936363,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Bumble Inc. ,0.0,-0.02158125,-0.4620829770847708,-9.893804933056469,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
BOOKING HOLDINGS INC,0.0,-0.0216895833333333,-0.5421877290475097,-13.553396993012582,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Xiaomi Corporation,0.0,-0.0219395833333333,-0.6596010428443387,-19.83052864364664,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
GEN DIGITAL INC,0.0,-0.0221458333333333,-0.7057699247766881,-22.492320754963323,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Novo Nordisk AS,0.0,-0.0223145833333333,-0.6090869160828037,-16.62531026465923,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
PROSUS NV,0.0,-0.0224520833333333,-0.576710697437357,-14.813557548349982,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
VISA INC,0.0,-0.0229583333333333,-0.5860701937168112,-14.960941065550374,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Softtek,0.0,-0.0231104166666666,-0.6232304761513066,-16.806976352097404,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Plug Power Inc.,0.0,-0.0233333333333333,-0.2451320561331093,-2.5752739261733932,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ANALOG DEVICES INC,0.0,-0.0240208333333333,-0.6098996776074057,-15.485624981604191,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Affirm Holdings, Inc. ",0.0,-0.02425,-0.5302512536525317,-11.594490391755937,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
RENESAS ELECTRONICS CORP,0.0,-0.0248770833333333,-0.6064585142756654,-14.784366985844969,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Ginkgo Bioworks Holdings, Inc.",0.0,-0.0251041666666666,-0.3993022085580858,-6.351226705767241,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ACCENTURE PLC CL A,0.0,-0.0254395833333333,-0.6692579597778602,-17.606664812750104,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
QUALCOMM INC,0.0,-0.0261708333333333,-0.888541687233308,-30.167412703126775,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
TOTVS S.A.,0.0,-0.0263666666666666,-0.5737179176041374,-12.48365040379372,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
MSCI Inc.,0.0,-0.0266895833333333,-0.6027391784787626,-13.61184671697461,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
NETFLIX INC,0.0,-0.0271854166666666,-0.6406015170089103,-15.095236855328093,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
HCL Technologies Limited,0.0,-0.0275625,-0.8035221499846243,-23.42486514343449,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Ferrari NV,0.0,-0.0279208333333333,-0.7148619008685088,-18.302732272078952,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Teledyne Technologies Incorporated,0.0,-0.0279583333333333,-0.7282518647240396,-18.969327396985065,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Match Group, Inc.",0.0,-0.0281083333333333,-0.6716880963139785,-16.050930283897888,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
GLOBAL PAYMENTS INC,0.0,-0.0282520833333333,-0.6535503544641857,-15.118462620288046,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ZEBRA TECHNOLOGIES CORP,0.0,-0.0285020833333333,-0.7481671118054247,-19.639056578458447,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Dassault Systèmes SE,0.0,-0.0286645833333333,-0.8197843470065784,-23.445182083477068,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Cohu Inc.,0.0,-0.0286916666666666,-0.9203936650336124,-29.52510596458922,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Infineon Technologies AG,0.0,-0.0288833333333333,-0.8782699856736783,-26.70599542072394,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
SPDR S&P Biotech ETF,0.0,-0.02889375,-1.068526725390471,-39.515444096861195,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
PAYPAL HOLDINGS INC,0.0,-0.0292895833333333,-0.7710564246087542,-20.29827475400875,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
NASDAQ INC,0.0,-0.0295916666666666,-0.8979332685292933,-27.24700044151056,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Crocs, Inc.",0.0,-0.030375,-0.6139042948205898,-12.407522080630969,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Invesco Solar ETF,0.0,-0.03075,-0.7743252369584526,-19.498522685878495,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
FACTSET RESEARCH SYSTEMS INC,0.0,-0.0310625,-0.734783004544424,-17.381281730940234,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"DocuSign, Inc.",0.0,-0.0314354166666666,-0.9431274494791404,-28.295772102942124,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
XPO Inc.,0.0,-0.03195,-0.5074331032192224,-8.059103419176529,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Parsons Corporation,0.0,-0.0320645833333333,-0.7553829118962648,-17.795439212575044,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Etsy, Inc.",0.0,-0.0321625,-0.7678345596086824,-18.33097274557199,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
REA GROUP LTD,0.0,-0.0322333333333333,-0.7846815489646768,-19.102124093658873,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Aselsan Elektronik Sanayi ve Ticaret A.S.,0.0,-0.0322916666666666,-0.6099819208937486,-11.522413744017362,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
FISERV INC,0.0,-0.0322916666666666,-0.6374578621636096,-12.583820161059078,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CSPC Pharmaceutical Group Limited,0.0,-0.0323166666666666,-0.8792862005848666,-23.92400894911718,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
APPLE INC,0.0,-0.0325833333333333,-1.0346587247850454,-32.854793149068534,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
FOXCONN INDUSTRIAL INTERNE A,0.0,-0.0331875,-0.9156923949869726,-25.26531260977711,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Techtronic Industries Co. Ltd.,0.0,-0.0333,-0.8690080661033076,-22.677928497075392,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Globus Medical, Inc.",0.0,-0.03378125,-0.8523888537968676,-21.50798913826864,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Danaher Corp.,0.0,-0.0340208333333333,-0.8792065359122773,-22.721493186749292,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tata Consultancy Services Limited,0.0,-0.0340375,-0.8503905056070092,-21.24609657073947,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Illumina, Inc.",0.0,-0.0341375,-0.8354051073085943,-20.443843085090705,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
S&P GLOBAL INC,0.0,-0.0342083333333333,-0.8823177524245737,-22.757162959616604,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
VanEck Rare Earth Strategic Metals ETF,0.0,-0.03633125,-1.050493051016578,-30.374282476769135,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"T-Mobile US, Inc.",0.0,-0.0364375,-0.8819538338587932,-21.347308818064462,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Electronic Arts Inc.,0.0,-0.0374124999999999,-1.1079905290078746,-32.813712325323095,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
BROADRIDGE FINANCIAL SOLUTIONS INC,0.0,-0.0380541666666666,-0.8446498053395132,-18.74783646977101,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Costco Wholesale Corporation,0.0,-0.0387083333333333,-0.9580871180136236,-23.714038984809072,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
LVMH Moët Hennessy Louis Vuitton SE,0.0,-0.0397916666666666,-1.0457485233007024,-27.482889398590984,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Infosys Limited,0.0,-0.0401666666666666,-1.0480781989919008,-27.34774882660846,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Boot Barn Holdings Inc.,0.0,-0.0405208333333333,-0.959461644732586,-22.7183542880319,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Russell 2000 Growth ETF,0.0,-0.0412979166666666,-1.214583471207718,-35.72124522498488,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
iShares MSCI India ETF,0.0,-0.0418,-1.3229547689322316,-41.87103637896016,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
S&P 500 ETF,0.0,-0.0419333333333333,-1.0995214582791688,-28.830225052854125,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Berkshire Hathaway Inc.,0.0,-0.04225,-1.011845984353464,-24.232717066324977,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ORACLE CORP,0.0,-0.0425645833333333,-1.1414862878987129,-30.61209210617082,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
BioNTech SE,0.0,-0.0428625,-0.4948005698756381,-5.7119301008867005,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Vanguard Growth ETF,0.0,-0.0432249999999999,-0.2924108651190685,-1.9781171553425585,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
iShares MSCI World ETF,0.0,-0.04341875,-1.05225505399242,-25.501441166606376,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Texas Instruments Incorporated,0.0,-0.04369375,-0.9420291601727114,-20.309974278145138,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Fisher & Paykel Healthcare Corporation Limited,0.0,-0.04373125,-1.123087766268876,-28.84267270528086,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Moderna, Inc.",0.0,-0.0437708333333333,-0.4726175552211234,-5.103109456522227,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
AMN Healthcare Services Inc.,0.0,-0.0439,-1.2360563026642448,-34.80262376665156,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Automatic Data Processing, Inc.",0.0,-0.0441458333333333,-1.232418399616923,-34.40540130358101,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Schneider Electric SE,0.0,-0.04445625,-1.3599569560678533,-41.60231513808161,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CME GROUP INC,0.0,-0.0447625,-1.18021281040034,-31.11761581308168,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CHECK POINT SOFTWARE TECH,0.0,-0.0448333333333333,-1.517310641223027,-51.35089030413309,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
MOTOROLA SOLUTIONS INC,0.0,-0.0453125,-1.2252591746707722,-33.13125616805301,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
SoftBank Group Corp.,0.0,-0.0453895833333333,-1.2935020136698037,-36.86192594191774,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Vestas Wind Systems AS,0.0,-0.0454791666666666,-1.5437017355245957,-52.397948839468235,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
iShares Global Clean Energy ETF,0.0,-0.04605,-1.4472097500213648,-45.48134767767429,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"NextEra Energy, Inc.",0.0,-0.046875,-1.357343634425363,-39.30414382752116,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Capgemini SE,0.0,-0.0469666666666666,-1.3181272820709664,-36.993460576432774,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Eagle Materials Inc.,0.0,-0.04738125,-1.361532168287984,-39.124544947273,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
AstraZeneca plc,0.0,-0.0477895833333333,-1.3882070474661,-40.32508074391134,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Siemens Healthineers AG,0.0,-0.0477916666666666,-1.303460375417015,-35.550318052985524,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Rexford Industrial Realty, Inc.",0.0,-0.0478041666666666,-1.3969324072565803,-40.82113101250585,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
WESTERN DIGITAL CORP,0.0,-0.0483895833333333,-0.3427741125249851,-2.4280864624919167,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Lucid Group, Inc. ",0.0,-0.0485,-0.625215111411099,-8.059668773954492,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Matador Resources Co.,0.0,-0.0497125,-1.0251876918830325,-21.141761198661484,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
BrightSpring Health Services,0.0,-0.0498958333333333,-1.6237061304417926,-52.83851219442357,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
LY CORP,0.0,-0.0498958333333333,-1.1198674393242338,-25.134425018627805,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Honeywell International Inc.,0.0,-0.0500625,-1.6993400164714787,-57.683026049064374,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
SEI Investments Company,0.0,-0.0501041666666666,-1.4248385333615163,-40.51888258431861,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ROBINHOOD MARKETS INC - A,0.0,-0.0506041666666666,-0.6289767026367958,-7.817769138770316,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Amgen Inc.,0.0,-0.0506166666666666,-1.3390769538873737,-35.42562571812223,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
JPMorgan Chase & Co.,0.0,-0.0508187499999999,-1.733661905214082,-59.14320209746444,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ZOOM VIDEO COMMUNICATIONS INC,0.0,-0.0510833333333333,-1.2993772463189086,-33.0515085465183,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
SNAP INC,0.0,-0.0515208333333333,-1.1915886946675065,-27.559407047493632,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Topgolf Callaway Brands Corp.,0.0,-0.05181875,-1.3148938493235984,-33.36525552988117,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
NETAPP INC,0.0,-0.0518958333333333,-1.552093475727887,-46.41979909877941,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
All-World Equity Market Index,0.0,-0.0519333333333333,-2.5386907428734995,-124.1004625407882,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Conduit Holdings Limited,0.0,-0.0519416666666666,-1.365843116864075,-35.91581748535161,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Samsung Electronics Co., Ltd.",0.0,-0.0520833333333333,-1.1757429430818556,-26.54153218957024,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
RELX PLC,0.0,-0.0522395833333333,-1.1939443868081427,-27.28779802271276,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Huawei Technologies Co., Ltd.",0.0,-0.0533291666666666,-1.5561403145576576,-45.40803522634466,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Ørsted AS,0.0,-0.053625,-1.6350577744695745,-49.853872743186905,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
H&E Equipment Services Inc.,0.0,-0.0543104166666666,-1.202938571007145,-26.64426631999776,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Sony Group Corporation,0.0,-0.0543291666666666,-1.5212387489559969,-42.595303283844586,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Starbucks Corporation,0.0,-0.0549583333333333,-1.77562479606901,-57.36788627290579,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Cisco Systems, Inc.",0.0,-0.0555270833333333,-1.567648546989463,-44.2580776686123,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Thales Group,0.0,-0.0560624999999999,-1.377883746878224,-33.865125884703204,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Essential Properties Realty Trust Inc.,0.0,-0.0561458333333333,-1.6308557715410152,-47.37111179343032,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
OpenText Corporation,0.0,-0.0567229166666666,-1.722146395305261,-52.28553785926447,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
WIPRO LTD,0.0,-0.0567416666666666,-1.4853159794537465,-38.88083816397077,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Carvajal Tecnología y Servicios,0.0,-0.0569375,-1.460796312744664,-37.478390644626224,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
DIGITAL REALTY TRUST INC,0.0,-0.0571791666666666,-1.798470377980801,-56.567730679432856,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
SAP SE,0.0,-0.0572083333333333,-1.084536912817457,-20.560296843646668,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Sage Group plc,0.0,-0.0576875,-1.5913358307177754,-43.89772006285993,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Union Pacific Corporation,0.0,-0.0577083333333333,-1.4620657859621184,-37.04207415129578,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
NEXTDOOR HOLDINGS INC,0.0,-0.0577916666666666,-1.0359306988294734,-18.56932797884334,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Charter Communications, Inc.",0.0,-0.0583895833333333,-1.389037438175006,-33.043993371850576,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
McDonald's Corp.,0.0,-0.0593958333333333,-1.7162009928457531,-49.58842535831215,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Splunk Inc.,0.0,-0.0594145833333333,-0.917035124808781,-14.153990029940292,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
DISCOVER FINANCIAL SERVICES,0.0,-0.0595,-1.8752220658331369,-59.1001310283613,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Ally Financial Inc.,0.0,-0.0595833333333333,-1.214015681650458,-24.73567678813806,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Johnson & Johnson,0.0,-0.0596041666666666,-1.762570509271633,-52.12143670303917,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
FTSE Emerging Markets ETF,0.0,-0.0596083333333333,-1.6782379929756124,-47.24981564770269,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Amdocs Limited,0.0,-0.0603749999999999,-1.7800130619451326,-52.47944514609171,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
FIDELITY NATIONAL INFORMATION SERVICES INC,0.0,-0.061,-1.9875322901187156,-64.75876400433683,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Novartis AG,0.0,-0.0613749999999999,-1.702358127059321,-47.2183004931148,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Mondelez International, Inc.",0.0,-0.0614979166666666,-1.8132547380221933,-53.46348174330999,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Rolls-Royce Holdings plc,0.0,-0.0615,-1.5230072245489648,-37.71627652078603,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
ABB Ltd,0.0,-0.0617958333333333,-1.740976244110066,-49.04858659654387,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Sonda S.A.,0.0,-0.0622041666666666,-1.4175934568363422,-32.306054667268434,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Vale S.A.,0.0,-0.0622479166666666,-1.8493582128015449,-54.943618716929336,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Unum Group,0.0,-0.0623958333333333,-1.605195773095713,-41.295280987742395,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Teladoc Health, Inc.",0.0,-0.0626291666666666,-0.8966217592253773,-12.836360786902969,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
The Walt Disney Company,0.0,-0.0627708333333333,-2.190902316953261,-76.46947965373249,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Huntington Ingalls Industries, Inc.",0.0,-0.0640625,-1.5104960815993818,-35.61519473213012,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
PepsiCo Inc.,0.0,-0.0647708333333333,-1.5719618121258438,-38.15087457752795,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Lancashire Holdings Limited,0.0,-0.065,-1.5243186371540884,-35.74688165500457,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Saudi Telecom Company (STC),0.0,-0.0654791666666666,-1.6777918782518664,-42.990553026707104,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Lenovo Group Limited,0.0,-0.0656916666666666,-1.5691417935845775,-37.481252848516945,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Siemens AG,0.0,-0.0661041666666666,-2.106083769163766,-67.09998879649625,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Albany International Corp.,0.0,-0.0662104166666666,-1.883181154068684,-53.56213474525475,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Murphy USA Inc.,0.0,-0.0663333333333333,-1.4375070898158089,-31.152160300563555,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
PT Telekomunikasi Indonesia Tbk,0.0,-0.0667770833333333,-1.6640820060771984,-41.46885105968109,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Turkcell Iletisim Hizmetleri A.S.,0.0,-0.0679604166666666,-1.1069985826913051,-18.031759106056462,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Roche Holding AG,0.0,-0.068125,-2.0808377399245472,-63.55795522780621,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Hon Hai Precision Industry Co., Ltd. (Foxconn)",0.0,-0.0688041666666666,-1.9425993525133216,-54.84685633455111,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Gilead Sciences, Inc.",0.0,-0.0688541666666666,-2.1771751294677375,-68.8424793131308,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Nestlé SA,0.0,-0.0689770833333333,-2.0586654942482143,-61.44219808088305,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Etisalat Group,0.0,-0.0689791666666666,-1.6795303171219225,-40.89382667904559,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
NEC Corporation,0.0,-0.0694791666666666,-1.4649296852873643,-30.88722973797138,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Procter & Gamble Co.,0.0,-0.0695,-2.0110043119288807,-58.189040900669795,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Diageo PLC,0.0,-0.07,-2.2785627366042234,-74.16925920916182,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
BHP Group Limited,0.0,-0.0700416666666666,-2.27720192860323,-74.03662520358269,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Kaspersky Lab,0.0,-0.0706,-0.941383577406179,-12.552450988810982,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
HEWLETT PACKARD ENTERPRISE CO,0.0,-0.0707,-2.188292032046872,-67.73157026194947,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
OMNICOM GROUP INC,0.0,-0.07108125,-1.9178286543422127,-51.744542300762326,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
EBAY INC,0.0,-0.0715729166666666,-2.0443891994042485,-58.39537346376239,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Allianz SE,0.0,-0.0716708333333333,-2.2598430739497952,-71.25479754263858,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Advanced Info Service PCL,0.0,-0.0717229166666666,-1.6903087407655906,-39.83585403236143,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
PLDT Inc.,0.0,-0.0725541666666666,-2.0599482251266297,-58.485775320080634,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
iShares MSCI China ETF,0.0,-0.0729,-4.289847937166492,-252.43889333349253,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Coca-Cola Company,0.0,-0.0733520833333333,-2.44966441954508,-81.80893432999699,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Lyft, Inc.",0.0,-0.0734791666666666,-2.147402612161472,-62.757080515582615,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Antero Resources Corporation,0.0,-0.0735,-1.5820448972195464,-34.05259941249531,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
LG Electronics Inc.,0.0,-0.0736041666666666,-2.447880336782943,-81.41003987376494,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tyman plc,0.0,-0.0738333333333333,-1.7083709517474108,-39.52864075089419,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Comcast Corporation,0.0,-0.0744791666666666,-2.2746346383062375,-69.46859060519225,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Keurig Dr Pepper Inc.,0.0,-0.0746041666666666,-2.0453919977414965,-56.07767784763965,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Toyota Motor Corporation,0.0,-0.07483125,-2.3733191521596484,-75.27127768155405,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
TotalEnergies SE,0.0,-0.0749791666666666,-2.170532318896674,-62.83359440789072,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Ericsson (Telefonaktiebolaget LM Ericsson),0.0,-0.0750499999999999,-1.97404415739402,-51.9233888786338,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"América Móvil, S.A.B. de C.V.",0.0,-0.07575,-2.648708881090074,-92.6159569209958,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Heineken NV,0.0,-0.0766,-2.678766270294926,-93.67870405835234,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Chevron Corporation,0.0,-0.0767333333333333,-2.092489889590064,-57.06143272854002,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Abercrombie & Fitch Co.,0.0,-0.0775416666666666,-1.862316290697847,-44.72720429788614,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Shell plc,0.0,-0.0784166666666666,-1.9035797943425017,-46.20976875786236,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Xtrackers MSCI Europe ETF,0.0,-0.0791,-3.23606737065979,-132.39104965169363,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Bellway plc,0.0,-0.0793125,-2.6502642322389764,-88.55981718752089,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
SEAGATE TECHNOLOGY HOLDINGS,0.0,-0.0799375,-2.1472349739856815,-57.677786189301514,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Barnes Group Inc.,0.0,-0.08125,-1.833161948152092,-41.359787423418744,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
The Cheesecake Factory Inc.,0.0,-0.0820208333333333,-2.1788119973019677,-57.878242961690496,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
HSBC Holdings plc,0.0,-0.0823125,-2.3037254866006007,-64.47564000137494,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Consolidated Water Co. Ltd.,0.0,-0.0823958333333333,-2.9908430295925834,-108.56303851524704,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Marshalls plc,0.0,-0.0824583333333333,-2.742332436274344,-91.20227012886158,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
